label,timestamp,rssi,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48
fall,6,-77,22.8035,19.4165,25.1794,25.0,24.0832,22.0,25.02,23.0868,23.0868,21.2132,23.1948,25.1794,23.3452,24.3311,22.0907,22.2036,23.3452,22.2036,20.0998,19.2354,21.095,21.0238,21.0238,18.1108,22.2036,23.3452,0.0,20.025,21.095,20.0,17.1172,21.0,20.0998,20.0998,20.2237,17.4642,16.5529,17.72,17.72,17.1172,17.4642,18.4391,18.6815,18.0278,17.0,16.5529,14.7648,14.7648,18.3576
fall,6,-73,23.6008,24.6982,25.0599,26.4197,25.5539,26.0768,26.8328,23.4094,22.3607,22.4722,26.5707,26.9258,25.0799,24.6982,22.8035,24.3516,22.1359,20.6155,21.1896,22.1359,20.8806,21.587,18.9737,23.7697,23.0868,21.0238,0.0,20.2485,20.2485,21.0238,17.8885,19.2354,18.3576,17.4642,16.1245,17.8885,18.4391,15.0,15.2643,15.0,16.6433,15.2643,17.2047,16.4012,17.6918,17.6918,16.2788,13.8924,12.0416
fall,6,-75,21.2132,18.2483,21.3776,21.3776,23.0868,19.3132,22.4722,21.1896,20.8806,21.9317,23.2594,22.8473,21.5407,21.0238,20.1246,22.3607,19.3132,18.7883,18.7883,19.2354,19.6977,18.7883,18.7883,17.8885,20.6155,17.4642,0.0,18.6815,18.3848,17.088,18.0278,16.4924,16.4924,15.8114,16.2788,16.1555,15.5242,16.1245,17.1172,14.1421,14.3178,15.0,16.0312,14.0,15.0333,14.0357,14.0,13.0384,14.0
fall,6,-79,18.0278,18.2483,18.1108,16.4924,20.0998,18.2483,19.0263,19.0,18.0278,19.0,20.2237,18.0278,19.0263,21.0,20.2237,20.025,17.0,17.1172,16.1245,17.1172,18.0278,17.0294,17.0294,17.1172,17.1172,15.0,0.0,16.0,14.1421,16.1245,16.0312,14.0357,17.0294,13.0,12.3693,14.0,15.0333,10.0499,11.4018,12.1655,11.1803,12.0416,13.1529,12.0,9.2195,12.3693,10.4403,11.4018,10.4403
fall,6,-74,17.72,17.2627,19.4165,21.095,20.025,18.0278,21.095,19.0263,20.0,20.0998,22.2036,19.105,20.2237,19.2354,19.4165,20.0998,20.2237,18.1108,20.2237,20.0998,19.105,20.025,18.1108,21.0238,20.2237,20.2237,0.0,19.105,18.0,20.0,17.0294,17.0,18.0278,16.0312,17.0294,18.0,18.2483,16.1245,16.2788,15.2971,16.1245,15.5242,16.4924,15.2971,15.8114,15.2315,13.9284,14.3178,14.5602
fall,6,-75,25.9422,24.1868,25.2389,27.4591,26.6271,25.0,27.4591,24.2074,26.4008,24.8395,24.8395,25.4558,26.1725,26.2488,26.1725,24.7588,23.4307,23.3452,22.6716,26.8701,24.0832,25.4951,22.6274,21.9317,23.3452,23.3452,0.0,22.0227,23.6008,21.9317,20.8087,21.9317,20.6155,22.0227,21.6333,21.095,22.4722,22.3607,18.868,18.7883,18.7883,17.2627,17.72,18.4391,18.0278,18.4391,18.6815,16.2788,18.4391
fall,6,-80,18.0278,16.4012,17.4929,15.0,17.4929,19.8494,15.5563,16.6433,17.0294,14.1421,16.2788,18.0278,16.9706,16.2788,12.8062,14.1421,13.4536,11.3137,14.2127,12.8062,12.8062,13.4536,12.2066,12.53,12.0416,12.0416,0.0,10.6301,14.1421,12.8062,13.4536,13.4536,12.0416,14.1421,12.0416,12.0416,12.53,12.2066,12.2066,9.2195,11.7047,13.8924,13.4164,15.2315,11.7047,13.0,10.7703,12.3693,14.5602
fall,6,-78,20.8087,20.5913,21.9545,23.3238,22.8254,22.8473,21.0238,22.3607,21.0238,19.6977,21.1896,21.0238,22.1359,18.3848,19.3132,21.5407,19.9249,16.5529,19.6469,20.2485,18.0278,17.72,14.8661,19.9249,17.4642,17.4642,0.0,17.088,16.5529,16.5529,15.6525,14.7648,14.7648,15.8114,14.3178,13.6015,14.4222,14.8661,14.1421,14.2127,13.4536,13.4536,14.1421,14.2127,13.6015,13.0384,13.0384,11.4018,11.4018
fall,6,-81,18.7883,19.3132,18.3848,19.6977,19.2354,19.2354,18.3576,17.0,18.0278,15.8114,18.3576,19.2354,18.0278,15.8114,15.8114,16.6433,14.7648,15.2643,15.8114,14.8661,12.53,12.53,13.8924,14.1421,11.6619,14.8661,0.0,13.4164,12.53,13.8924,11.7047,12.2066,11.7047,9.8489,11.7047,8.9443,8.9443,9.434,10.7703,10.0,7.6158,9.4868,9.8489,9.8489,9.0,9.4868,7.0,6.0828,6.7082
fall,6,-81,12.8062,12.7279,10.6301,10.6301,11.4018,10.6301,12.53,9.8489,12.2066,13.0384,13.9284,11.1803,13.3417,12.2066,12.083,13.0,12.083,12.3693,12.6491,12.6491,14.8661,14.8661,13.0,13.9284,13.3417,11.4018,0.0,9.8489,13.0,13.9284,13.8924,12.083,13.8924,13.8924,11.4018,10.8167,15.0,12.2066,13.0384,10.0,10.6301,13.6015,13.4536,12.7279,13.6015,12.083,12.53,11.6619,10.8167
