label,timestamp,rssi,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48
assault,6,-75,19.2094,18.3848,22.0227,23.0217,20.8087,18.0278,19.8494,19.105,22.3607,19.8494,21.095,14.8661,19.7231,17.4929,16.6433,21.4009,17.6918,15.8114,18.0278,20.2485,12.6491,17.6918,20.8806,15.2315,16.1555,14.2127,0.0,16.2788,19.105,13.4536,19.105,15.6525,15.8114,13.0384,11.4018,18.0278,15.6205,12.7279,16.2788,17.8045,12.0416,16.4012,18.868,17.4929,16.9706,15.6205,15.8114,13.0,15.6205
assault,6,-71,18.868,16.2788,18.0278,19.4165,17.6918,17.8045,16.2788,16.2788,17.6918,16.1245,17.0294,17.0294,18.868,17.4929,19.2094,15.6205,17.8885,17.2047,17.4929,16.6433,17.2047,19.7231,17.2047,16.9706,16.4012,18.0278,0.0,19.4165,18.6011,14.2127,15.8114,14.8661,16.6433,16.6433,19.105,14.4222,17.2047,18.4391,13.6015,17.6918,16.2788,12.7279,17.6918,19.105,18.3848,19.2094,19.105,19.799,20.6155
assault,6,-75,13.3417,14.0357,15.0333,16.1245,12.1655,15.1327,12.0416,14.0,13.1529,11.1803,12.1655,14.3178,16.1245,13.3417,15.2971,13.0,12.1655,13.0384,13.3417,11.1803,14.0357,13.1529,11.0454,17.0,13.1529,10.198,0.0,14.0357,14.0357,16.0,14.0,17.0,12.0416,17.0294,13.0384,13.9284,17.088,16.7631,16.1245,15.1327,17.72,16.2788,16.0312,20.0998,18.4391,18.1108,17.1172,18.0278,19.0263
assault,6,-76,15.5563,16.2788,18.3848,16.9706,15.0,16.4012,17.2047,13.6015,15.8114,13.0384,15.6205,17.2047,18.3576,15.2643,15.2643,17.2047,15.2315,14.4222,15.6525,14.4222,14.4222,14.7648,12.53,16.1555,14.3178,15.0,0.0,15.0,15.0,14.2127,16.4012,14.4222,15.0,15.6205,15.8114,13.6015,17.2047,16.2788,17.2047,19.2094,14.8661,14.4222,18.3848,18.6011,19.105,15.5563,16.9706,18.0278,18.3848
assault,6,-77,20.3961,18.4391,20.6155,20.2485,18.3848,18.9737,18.6815,17.088,17.088,17.8885,19.3132,16.7631,19.6977,16.1245,15.8114,19.6977,18.3848,16.7631,16.1555,17.088,13.9284,17.4642,13.0,15.2315,14.7648,13.6015,0.0,15.1327,17.2627,16.1245,17.1172,16.1245,18.0,16.2788,16.0312,15.0333,14.0357,17.0294,13.0,17.0,17.0,19.105,16.1245,21.095,18.2483,19.2354,18.0278,17.1172,18.1108
assault,6,-79,17.4929,15.8114,17.6918,16.4012,15.5563,13.4536,15.0,14.8661,15.8114,16.4012,15.8114,17.8045,14.2127,17.0294,15.8114,19.105,16.1245,15.0,12.7279,11.6619,14.2127,14.7648,12.53,13.8924,12.53,13.8924,0.0,13.8924,15.2315,13.4164,14.7648,14.8661,16.1245,17.8045,15.2643,12.083,14.5602,17.8885,17.2627,15.8114,13.9284,17.4642,18.6815,16.1245,18.0278,14.8661,15.1327,19.105,16.0312
assault,6,-77,19.2354,23.3452,20.6155,22.0227,21.0238,22.0227,18.0278,22.0227,19.0263,18.0,21.0238,21.0,20.0998,22.0907,19.2354,18.1108,18.2483,18.4391,21.0238,20.0998,23.0868,18.0278,13.0,14.3178,19.4165,19.105,0.0,15.8114,16.2788,18.0278,18.4391,17.2627,17.0294,16.7631,17.4642,19.6469,19.9249,19.2354,15.2315,18.0278,17.4642,17.4929,19.2354,16.6433,20.2485,18.7883,15.2643,18.3848,17.8885
assault,6,-81,15.1327,16.1245,11.0454,12.6491,13.0,8.9443,13.0384,9.2195,11.4018,10.198,11.4018,12.3693,9.0554,12.1655,11.0,13.1529,12.0416,9.0554,9.0554,10.0499,10.0499,10.0499,12.0416,10.198,13.0,12.0416,0.0,10.0499,12.3693,17.2627,10.7703,15.0,11.1803,13.0,16.1245,18.0278,16.0312,16.0312,15.0333,16.0312,15.0333,15.0,15.0333,14.0357,15.0333,19.2354,14.0357,14.5602,17.0294
assault,6,-78,16.2788,11.4018,15.8114,14.5602,13.6015,12.3693,14.0357,14.0357,16.0312,15.2971,15.2971,14.0357,18.1108,14.3178,17.1172,18.0278,18.0,15.1327,19.2354,17.0294,17.0294,16.0312,17.0,18.0278,18.1108,20.0,0.0,20.0,21.095,19.105,20.025,20.0,21.0238,22.0227,21.095,22.2036,20.2237,22.561,20.0,20.0998,21.2132,23.1948,23.3452,23.1948,23.3452,22.0,24.0208,24.1868,20.025
assault,6,-78,11.6619,12.6491,11.4018,12.6491,10.198,10.7703,9.4868,11.1803,10.2956,10.2956,12.6491,11.1803,12.6491,12.6491,13.0,12.6491,13.0384,10.0,12.2066,14.3178,13.0,14.3178,12.083,13.8924,15.2315,13.8924,0.0,14.4222,14.7648,14.7648,15.0,15.2643,15.8114,17.8885,16.2788,18.0278,18.4391,18.6011,16.6433,18.6011,18.868,18.0278,20.8087,20.8087,19.4165,19.4165,19.2094,21.6333,21.9545
