label,timestamp,rssi,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48
fall,6,-76,18.1108,19.0263,19.0263,19.0,18.0278,18.0278,16.0312,17.1172,17.1172,17.0294,17.1172,15.2971,16.1245,16.2788,16.1245,15.2971,14.1421,14.1421,14.3178,12.1655,13.1529,12.1655,12.1655,11.1803,12.1655,12.0416,0.0,11.0,11.0,11.0,10.0499,10.0,9.0,9.0,10.0499,8.544,8.0623,8.9443,8.6023,8.0623,8.0623,7.2111,9.2195,7.8102,7.8102,8.6023,6.4031,7.2111,7.8102
fall,6,-76,10.8167,10.8167,10.6301,11.3137,9.8995,10.6301,9.2195,9.8995,8.4853,10.0,10.0,10.2956,9.434,8.6023,10.2956,8.6023,8.9443,7.2111,8.9443,7.2111,8.0623,8.0623,6.7082,8.0623,7.2111,7.2111,0.0,6.4031,8.6023,7.8102,6.4031,7.0711,7.8102,7.8102,7.8102,8.4853,8.6023,7.0711,7.8102,7.2111,8.4853,8.6023,8.6023,9.2195,9.434,8.6023,9.434,9.434,10.0
fall,6,-73,18.868,17.8045,19.2094,18.3848,17.6918,16.9706,17.6918,17.0294,17.0294,16.4012,17.0294,16.6433,15.6205,15.8114,15.8114,15.2643,15.8114,15.0,15.2643,13.8924,13.8924,13.0384,12.2066,12.2066,13.0384,12.8062,0.0,12.0416,11.4018,12.0416,12.0416,11.3137,10.6301,12.0416,11.4018,11.4018,10.8167,11.6619,10.8167,11.6619,11.6619,11.1803,11.1803,12.083,11.7047,12.6491,11.7047,12.6491,12.3693
fall,6,-75,18.0278,18.6011,18.0278,17.4929,17.4642,17.0,16.5529,16.5529,17.4642,15.8114,16.4924,16.4924,16.7631,15.5242,15.2971,16.4924,13.6015,13.3417,12.3693,13.3417,11.4018,12.6491,12.3693,12.3693,12.1655,10.4403,0.0,10.7703,10.7703,10.2956,9.8489,9.434,11.4018,10.6301,9.2195,11.4018,10.6301,10.6301,9.8995,9.8995,9.8995,10.6301,12.0416,11.4018,11.6619,11.6619,11.6619,10.8167,11.6619
fall,6,-77,17.4642,16.7631,19.105,18.1108,17.0294,17.0,17.0,16.0312,16.0,15.0,16.0312,15.0333,15.0333,13.1529,13.0,13.0384,12.0416,11.0,11.0,11.0,11.0454,10.0,8.0623,8.0,8.0,8.0623,0.0,6.0828,6.3246,6.7082,6.7082,5.831,5.0,5.0,5.6569,6.4031,5.831,5.831,5.3852,5.3852,5.3852,6.0828,6.0828,6.0,6.0,6.0,6.3246,6.0828,7.2801
fall,6,-76,15.0,15.0333,17.0294,16.2788,15.2971,15.2971,14.5602,13.9284,13.6015,13.4164,14.5602,13.9284,13.0,13.0,13.0,12.6491,11.7047,11.7047,11.7047,10.4403,10.4403,10.7703,9.4868,10.4403,10.198,11.1803,0.0,9.0554,9.2195,9.0554,9.0554,10.0,9.0,9.0,9.0554,8.2462,8.2462,9.2195,9.2195,9.4868,9.4868,9.8489,10.4403,10.4403,10.8167,11.1803,11.1803,11.6619,11.6619
fall,6,-75,18.4391,20.0,20.0,19.4165,18.868,20.2485,18.3576,16.1245,17.8885,16.5529,18.0278,17.4642,18.3848,17.088,15.2315,17.088,15.2315,13.9284,14.8661,13.9284,13.6015,13.9284,12.6491,13.9284,11.7047,10.7703,0.0,10.8167,11.6619,10.0,8.6023,9.434,8.6023,9.2195,9.2195,8.6023,8.0623,9.434,8.6023,7.2111,8.9443,8.544,10.4403,8.544,8.2462,10.0499,10.0499,10.0499,10.0
fall,6,-74,15.6525,12.3693,15.8114,15.6525,18.868,14.3178,15.2643,14.7648,13.4164,18.6011,13.4536,15.0,14.8661,14.4222,12.7279,16.2788,12.7279,14.2127,12.8062,12.0416,12.8062,12.0416,12.0416,12.0416,12.8062,10.6301,0.0,12.0416,12.0416,10.6301,11.4018,11.3137,14.2127,12.0416,13.8924,9.434,19.7231,12.2066,10.6301,8.9443,10.0,12.083,9.8489,11.6619,10.7703,12.1655,11.4018,11.0454,10.4403
fall,6,-76,15.6525,13.4164,16.1245,14.3178,15.0,14.4222,14.2127,13.6015,15.0,14.8661,14.8661,14.2127,14.1421,12.7279,12.7279,13.4536,12.0416,12.0416,11.4018,12.0416,12.7279,10.6301,10.6301,11.4018,9.8995,11.3137,0.0,10.8167,11.4018,10.0,10.2956,10.2956,12.083,11.1803,10.7703,9.4868,10.7703,9.4868,11.4018,10.7703,10.198,10.4403,11.0454,12.0416,10.198,11.1803,11.0,12.0,12.0416
fall,6,-75,18.4391,17.0294,16.4012,18.6011,16.1245,16.4012,16.1245,16.5529,15.6525,14.8661,15.2315,15.2315,15.2315,13.9284,13.9284,12.6491,12.6491,11.7047,11.7047,12.6491,10.7703,10.7703,9.8489,9.8489,9.8489,9.8489,0.0,9.8489,9.434,9.434,7.8102,7.8102,9.2195,10.6301,9.2195,9.2195,9.2195,10.0,9.2195,9.434,10.2956,9.434,10.2956,10.2956,9.8489,10.4403,10.4403,11.1803,10.7703
