label,timestamp,rssi,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48
normal,6,-75,14.0357,14.0357,16.2788,15.1327,14.5602,14.5602,15.2971,15.5242,17.72,14.5602,16.4924,14.8661,16.7631,16.7631,16.1555,16.7631,17.72,16.7631,17.088,16.1555,17.72,17.088,15.8114,16.1555,16.1555,17.4642,0.0,18.0278,18.0278,19.3132,16.7631,17.088,18.0278,17.088,16.7631,17.4642,15.2971,17.4642,15.5242,16.7631,17.72,17.4642,20.6155,17.4642,17.2627,16.7631,17.2627,18.2483,16.2788
normal,6,-74,13.6015,14.4222,13.6015,15.2643,13.6015,13.6015,15.8114,14.2127,14.2127,15.6205,15.6205,15.5563,17.0294,17.0294,14.8661,16.2788,16.9706,14.8661,16.2788,15.5563,16.9706,16.9706,16.2788,17.0294,17.2047,16.2788,0.0,16.2788,17.6918,18.3848,15.6205,16.9706,16.2788,17.6918,18.4391,16.9706,17.6918,17.6918,16.9706,16.9706,17.6918,16.9706,17.6918,17.6918,16.9706,17.6918,16.4012,17.6918,17.6918
normal,6,-74,16.1245,16.6433,16.6433,17.0,16.5529,17.4642,16.1555,16.5529,16.5529,16.1555,16.5529,16.1555,18.0278,17.72,16.7631,18.0278,16.7631,17.088,17.72,18.6815,17.4642,17.72,17.4642,19.6469,17.2627,18.4391,0.0,18.2483,16.7631,19.9249,17.72,16.4924,17.72,18.4391,17.72,16.4924,17.4642,17.72,16.7631,16.7631,16.7631,18.0278,18.0278,18.6815,17.088,19.3132,18.3848,17.4642,16.1555
normal,6,-73,13.1529,14.1421,16.0,16.0,16.0312,16.0312,16.1245,15.0333,16.0,16.0312,17.2627,17.1172,16.1245,17.1172,16.1245,16.2788,16.2788,15.1327,17.2627,17.1172,18.4391,16.4924,16.4924,16.2788,18.6815,18.4391,0.0,17.2627,17.2627,18.4391,17.2627,18.4391,18.1108,17.4642,18.2483,17.0294,16.0312,18.0278,15.0333,17.1172,17.1172,16.0312,17.0294,18.1108,17.0294,18.0,18.0,17.0,17.0
normal,6,-75,11.7047,13.4164,13.4164,13.8924,13.4164,14.3178,13.8924,12.53,12.53,12.2066,13.0384,12.2066,14.2127,17.0,14.4222,15.6205,14.2127,13.0384,12.8062,13.4536,15.0,12.8062,14.2127,12.7279,14.1421,13.6015,0.0,14.2127,14.8661,14.2127,12.8062,13.4536,14.1421,13.4536,12.8062,14.1421,15.0,14.8661,14.2127,13.4536,14.2127,13.6015,14.4222,14.1421,13.6015,12.8062,14.4222,13.6015,14.2127
normal,6,-76,11.4018,12.2066,10.6301,11.3137,11.3137,14.2127,12.0416,13.6015,14.4222,14.1421,9.2195,12.0416,12.8062,13.0384,9.2195,13.0384,9.2195,13.4536,10.0,15.0,12.0416,11.4018,15.0,14.2127,13.6015,16.2788,0.0,12.53,15.5563,15.6205,13.6015,14.1421,14.8661,16.1245,12.53,21.5407,21.095,14.2127,17.2047,15.0,15.8114,17.0294,14.4222,16.9706,15.2643,15.6525,15.0,14.2127,14.3178
normal,6,-75,13.0384,15.0333,14.0357,15.0333,16.0312,14.0,15.0,15.0333,16.0312,15.0,16.0312,16.0312,16.0312,16.1245,16.0312,19.0263,17.1172,16.1245,16.1245,16.0,16.1245,17.1172,16.2788,15.2971,18.2483,16.2788,0.0,17.2627,17.0294,15.2971,18.2483,17.0294,18.2483,18.1108,18.4391,15.1327,16.0312,18.0278,17.1172,17.0294,16.2788,17.0,15.1327,19.2354,18.0278,18.0278,17.0294,18.1108,18.0
normal,6,-73,14.1421,14.0357,15.1327,15.0,15.0,15.0,15.0,15.0333,15.0,15.0333,16.1245,16.0,17.1172,17.1172,16.0312,18.0278,17.1172,16.1245,17.1172,16.1245,16.2788,17.1172,16.2788,16.2788,16.4924,17.2627,0.0,16.1245,17.1172,17.1172,18.0278,17.2627,17.1172,16.1245,16.1245,16.0312,16.0312,17.0,16.0,16.0,17.0294,17.0,17.0294,17.0,16.1245,17.0,17.1172,17.0294,16.0312
normal,6,-75,13.4536,13.4536,13.4536,13.4536,12.8062,14.1421,12.7279,13.4536,14.1421,14.1421,15.0,15.5563,14.1421,16.2788,15.6205,15.0,16.2788,14.8661,14.8661,14.8661,15.8114,16.2788,15.6205,15.6205,15.8114,15.8114,0.0,16.4012,16.2788,17.8045,16.4012,15.8114,16.4012,15.6205,15.6205,16.2788,18.4391,16.2788,15.6205,15.6205,16.2788,14.8661,15.5563,16.9706,17.6918,16.2788,16.2788,16.2788,15.5563
normal,6,-75,12.6491,12.1655,14.0357,13.0384,14.3178,14.0357,13.0384,14.0357,15.1327,14.0357,14.0357,14.0,16.0,15.0,15.0333,16.1245,15.0,15.0,14.0,16.0,15.0,15.0,15.0,16.0312,17.0294,16.0312,0.0,16.0,16.0,16.0312,16.0312,15.0333,16.0,17.0294,15.0333,16.0312,16.0312,16.0312,16.0,15.0333,15.0333,17.0294,15.0,17.0294,15.1327,15.2971,16.1245,16.1245,16.2788
